Region,State,County,RC Code,RC Name,Secession,Unity,Unmarked,Invalid
South,Western Bahr El Ghazal,Wau,603032,Lokoloko Basic School,2872,383,25,2
South,Western Bahr El Ghazal,Wau,603033,Biringi Basic School,361,20,3,1
South,Western Bahr El Ghazal,Wau,603034,Nataba Basic School,338,4,3,5
South,Western Bahr El Ghazal,Wau,603035,Ngolingbo Basic School,331,7,2,4
South,Western Bahr El Ghazal,Wau,603036,Halima East Basic School,316,4,0,1
South,Western Bahr El Ghazal,Wau,603037,Bagari Basic School,775,9,3,27
South,Western Bahr El Ghazal,Wau,603038,Tadu Basic School,384,4,2,0
South,Western Bahr El Ghazal,Wau,603039,Ngisa Basic School,661,11,3,1
South,Western Bahr El Ghazal,Wau,603040,Ngodakala School/church,720,7,2,1
South,Western Bahr El Ghazal,Wau,603041,Farajalla Basic School,662,1,0,0
South,Western Bahr El Ghazal,Wau,603042,Ngoki Basic School/Church,394,7,3,3
South,Western Bahr El Ghazal,Wau,603043,Momoi Basic School,509,54,0,0
South,Western Bahr El Ghazal,Wau,603044,Bussere Basic School,1450,98,14,34
South,Western Bahr El Ghazal,Wau,603045,Taban Basic School,173,3,0,0
South,Western Bahr El Ghazal,Wau,603046,Gitan Basic School,107,1,0,0
South,Western Bahr El Ghazal,Wau,603047,Kpaile Payam Basic School,458,6,0,1
South,Western Bahr El Ghazal,Wau,603048,Nakpatagura Basic School,298,0,0,3
South,Western Bahr El Ghazal,Wau,603049,Abushaka Basic School,763,9,0,2
South,Western Bahr El Ghazal,Wau,603050,Beselia Health Center/ Police Station,813,11,1,2
South,Western Bahr El Ghazal,Wau,603051,Mboro Basic School,424,1,1,0
South,Western Bahr El Ghazal,Wau,603052,Ngomba Basic School,315,23,4,0
South,Western Bahr El Ghazal,Wau,603053,Khor gana Basic School,344,25,1,3
South,Lakes,Cueibet,701001,Cueibet Town,2775,4,9,5
South,Lakes,Cueibet,701002,Achol-Malek,1044,0,0,3
South,Lakes,Cueibet,701003,Ayuira,2928,5,0,4
South,Lakes,Cueibet,701004,Madiit-cueibet,789,0,0,1
South,Lakes,Cueibet,701005,Ngap,398,3,1,1
South,Lakes,Cueibet,701006,Agangrial,1861,0,0,1
South,Lakes,Cueibet,701007,Acementi,1510,0,0,0
South,Lakes,Cueibet,701008,Abiriu,2872,2,0,8
South,Lakes,Cueibet,701009,Marial-Akeng,1066,1,0,0
South,Lakes,Cueibet,701010,Amobut,1176,0,0,1
South,Lakes,Cueibet,701011,Kubur-William,638,4,0,1
South,Lakes,Cueibet,701012,Mayath,1784,0,0,3
South,Lakes,Cueibet,701013,Magumbil,1070,4,2,2
South,Lakes,Cueibet,701014,Billingguet,1274,3,1,3
South,Lakes,Cueibet,701015,Cit-cok,1160,0,0,1
South,Lakes,Cueibet,701016,Baarjiek,1011,0,0,5
South,Lakes,Cueibet,701017,Mathiangtiit,947,1,0,1
South,Lakes,Cueibet,701018,Tiai tiap Wurel,2096,0,1,0
South,Lakes,Cueibet,701019,Cuei-Amal,1696,4,14,1
South,Lakes,Cueibet,701020,Mabil,1358,0,0,4
South,Lakes,Cueibet,701021,Malou-pec,1483,3,0,10
South,Lakes,Cueibet,701022,Majak,800,0,0,0
South,Lakes,Cueibet,701023,Aboni-guot,1426,0,0,0
South,Lakes,Cueibet,701024,Cuei-cok,1206,0,0,0
South,Lakes,Cueibet,701025,Ludo-cok,1792,0,0,0
South,Lakes,Cueibet,701026,Bar-Gel,1063,0,0,0
South,Lakes,Cueibet,701027,Pagor,1717,0,0,0
South,Lakes,Cueibet,701028,Adheeth,669,0,0,0
South,Lakes,Cueibet,701029,Rorbar,900,0,0,5
South,Lakes,Cueibet,701030,Angeth,650,0,0,0
South,Lakes,Cueibet,701031,Abiei-cok,2936,4,4,1
South,Lakes,Cueibet,701032,Pannyor,364,2,0,4
South,Lakes,Cueibet,701033,Old Duony,786,0,0,1
South,Lakes,Cueibet,701034,Anger,766,1,0,5
South,Lakes,Rumbek North,702001,Aloor,663,0,0,0
South,Lakes,Rumbek North,702002,Maper,1269,0,0,3
South,Lakes,Rumbek North,702003,Madol,835,0,0,0
South,Lakes,Rumbek North,702004,Mayom,1679,0,0,1
South,Lakes,Rumbek North,702005,Malueth,1400,0,0,0
South,Lakes,Rumbek North,702006,Achiek,907,0,0,0
South,Lakes,Rumbek North,702007,Aliet Manuer,1337,0,0,0
South,Lakes,Rumbek North,702008,Mayen,1337,0,0,6
South,Lakes,Rumbek North,702009,Wun Dhiot,843,0,0,0
South,Lakes,Rumbek North,702010,Wunrieng,604,0,0,0
South,Lakes,Rumbek North,702011,Wariel,999,0,0,1
South,Lakes,Rumbek Central,703001,Amongpiny,1163,0,0,2
South,Lakes,Rumbek Central,703002,Atok/Mading,905,3,0,1
South,Lakes,Rumbek Central,703003,Rokuac Amer,376,0,0,2
South,Lakes,Rumbek Central,703004,Adol Center,1769,2,5,4
South,Lakes,Rumbek Central,703005,Mopeer,962,0,0,0
South,Lakes,Rumbek Central,703006,Makur-Panyon,459,0,0,0
South,Lakes,Rumbek Central,703007,Jiir,1566,5,7,4
South,Lakes,Rumbek Central,703008,Abin Ajok,2317,0,0,12
South,Lakes,Rumbek Central,703009,Luak Cok,624,0,0,0
South,Lakes,Rumbek Central,703010,Akoljal,486,0,0,1
South,Lakes,Rumbek Central,703011,Makuac - Go,193,0,0,0
South,Lakes,Rumbek Central,703012,Malek,1059,0,0,10
South,Lakes,Rumbek Central,703013,Ayiei,795,0,0,0
South,Lakes,Rumbek Central,703014,Gumdhier,563,0,0,2
South,Lakes,Rumbek Central,703015,Mathiang Center,940,0,0,3
South,Lakes,Rumbek Central,703016,Madol Akoc,2166,1,0,22
South,Lakes,Rumbek Central,703017,Matanggai,1539,0,3,9
South,Lakes,Rumbek Central,703018,Choloc Cok,1354,1,2,2
South,Lakes,Rumbek Central,703019,Aber Matanggai Payam,926,2,1,1
South,Lakes,Rumbek Central,703020,Nyangkot,788,1,0,1
South,Lakes,Rumbek Central,703021,Adol Manyiel Cindut,854,0,0,2
South,Lakes,Rumbek Central,703022,Meen Malual kodi,227,0,0,0
South,Lakes,Rumbek Central,703023,Mayom,440,7,5,3
South,Lakes,Rumbek Central,703024,Lila Center,594,1,0,1
South,Lakes,Rumbek Central,703025,Kuel Abol,591,5,3,0
South,Lakes,Rumbek Central,703026,Mabor Akan,562,0,0,1
South,Lakes,Rumbek Central,703027,Magotic,394,2,0,1
South,Lakes,Rumbek Central,703028,Pan-Mangga Center,590,0,0,2
South,Lakes,Rumbek Central,703029,Malual Kodi Center Rumbek Town,2351,7,6,6
South,Lakes,Rumbek Central,703030,Malual-Bab,4873,20,18,32
South,Lakes,Rumbek Central,703031,Akuac,2637,2,2,1
South,Lakes,Rumbek Central,703032,Makuriric,1908,3,0,8
South,Lakes,Rumbek Central,703033,Achol Theen Center,2949,7,2,8
South,Lakes,Rumbek Central,703034,Cuei-Domkoc,4136,11,5,14
South,Lakes,Rumbek Central,703035,Achol Theen Disable Center,753,2,0,0
South,Lakes,Rumbek Central,703036,Mabor-Ngap Center,2303,4,0,5
South,Lakes,Rumbek Central,703037,Malith Market Center,3949,10,3,18
South,Lakes,Rumbek Central,703038,Malual-Akan,1482,7,0,12
South,Lakes,Wulu,704001,Wulu,1646,2,0,8
South,Lakes,Wulu,704002,Guba,1586,1,10,1
South,Lakes,Wulu,704003,Domuloto,1961,0,0,1
South,Lakes,Wulu,704004,Domajo,1126,0,0,0
South,Lakes,Wulu,704005,Matinge,1795,0,0,0
South,Lakes,Wulu,704006,Wako,1758,0,0,4
South,Lakes,Wulu,704007,Gulumar,774,0,1,1
South,Lakes,Wulu,704008,Makor,1332,0,5,4
South,Lakes,Wulu,704009,Bar Ghel,1444,0,0,2
South,Lakes,Wulu,704010,Murkuec,1406,0,0,0
South,Lakes,Wulu,704011,Makundi,1979,0,0,0
South,Lakes,Wulu,704012,Kombi,1849,0,0,4
South,Lakes,Wulu,704013,Barbol,1835,0,0,0
South,Lakes,Rumbek East,705001,Cueichok,2168,3,2,4
South,Lakes,Rumbek East,705002,Biling Daldiar,987,0,0,5
South,Lakes,Rumbek East,705003,Mabor Kooc,917,1,0,0
South,Lakes,Rumbek East,705004,Malou,2030,0,0,4
South,Lakes,Rumbek East,705005,Marial,1098,3,0,6
South,Lakes,Rumbek East,705006,Malengok,1781,18,10,9
South,Lakes,Rumbek East,705007,Ayen Paciec,563,0,0,0
South,Lakes,Rumbek East,705008,Pan Bar Kou,982,7,5,6
South,Lakes,Rumbek East,705009,Akuoc Machar,760,0,0,1
South,Lakes,Rumbek East,705010,Pacong,2019,1,0,7
South,Lakes,Rumbek East,705011,Panawac,1451,9,3,5
South,Lakes,Rumbek East,705012,Awecluel,1851,0,0,2
South,Lakes,Rumbek East,705013,Mathiang,1048,1,0,1
South,Lakes,Rumbek East,705014,Pul Ajil,1013,1,0,2
South,Lakes,Rumbek East,705015,Paloch,642,0,0,0
South,Lakes,Rumbek East,705016,War Liet,1003,0,0,1
South,Lakes,Rumbek East,705017,Bun Thok Rou,2020,1,0,0
South,Lakes,Rumbek East,705018,Pancuai,347,2,2,0
South,Lakes,Rumbek East,705019,Alau,418,0,0,0
South,Lakes,Rumbek East,705020,Akot,1314,0,0,9
South,Lakes,Rumbek East,705021,Tit Machar,588,0,0,2
South,Lakes,Rumbek East,705022,Bar Pador,914,0,0,2
South,Lakes,Rumbek East,705023,Ameth Agok,472,0,0,0
South,Lakes,Rumbek East,705024,Atiaba,1263,1,0,1
South,Lakes,Rumbek East,705025,Maboric,852,0,0,1
South,Lakes,Rumbek East,705026,Karic,1420,8,9,2
South,Lakes,Rumbek East,705027,Dongic,888,0,0,1
South,Lakes,Rumbek East,705028,Aduel,801,2,0,6
South,Lakes,Rumbek East,705029,Mabor Duang,2347,1,2,1
South,Lakes,Rumbek East,705030,Billing,493,0,0,0
South,Lakes,Rumbek East,705031,Bar Pakeny,2914,0,0,0
South,Lakes,Yirol West,706001,Town A Freedom Square,3167,0,0,5
South,Lakes,Yirol West,706002,Aluak Luak,1643,2,0,0
South,Lakes,Yirol West,706003,Town Centre B,1781,0,0,0
South,Lakes,Yirol West,706004,Rambuol,1030,0,0,0
South,Lakes,Yirol West,706005,Yirol West Town Centre C,3198,3,2,2
South,Lakes,Yirol West,706006,Kondok Centre,2053,0,0,0
South,Lakes,Yirol West,706007,Town Centre D,1686,0,0,0
South,Lakes,Yirol West,706008,Agany,2385,6,0,2
South,Lakes,Yirol West,706009,Abang Centre,2146,0,0,1
South,Lakes,Yirol West,706010,Ger,1586,0,0,1
South,Lakes,Yirol West,706011,Panekar,1177,1,0,1
South,Lakes,Yirol West,706012,Pandit,929,0,0,1
South,Lakes,Yirol West,706013,Pakeu,788,0,0,0
South,Lakes,Yirol West,706014,Ateriu,975,0,0,0
South,Lakes,Yirol West,706015,Benylom,1307,0,0,0
South,Lakes,Yirol West,706016,Rak-Kuok,705,0,0,0
South,Lakes,Yirol West,706017,Wathcabath,2229,0,0,5
South,Lakes,Yirol West,706018,Duony-Rak,813,0,0,0
South,Lakes,Yirol West,706019,Wuntit,1556,0,0,0
South,Lakes,Yirol West,706020,Mapuordit,2565,0,0,0
South,Lakes,Yirol West,706021,Amathom,1598,0,0,1
South,Lakes,Yirol West,706022,Aguran,1953,0,0,1
South,Lakes,Yirol West,706023,Pokic Mapuordit Payam,936,0,0,0
South,Lakes,Yirol West,706024,Pabur,2399,0,1,0
South,Lakes,Yirol West,706025,Akekoi,1623,0,0,0
South,Lakes,Yirol West,706026,Kucnyiir,1398,0,0,0
South,Lakes,Yirol West,706027,Panliet,1330,0,0,0
South,Lakes,Yirol West,706028,Anuol Centre,1995,0,0,0
South,Lakes,Yirol West,706029,Pinypath,1594,0,0,0
South,Lakes,Yirol West,706030,Romkar,1388,0,0,3
South,Lakes,Yirol West,706031,Mageng,1475,1,0,0
South,Lakes,Yirol West,706032,Kathier,891,0,0,0
South,Lakes,Yirol East,707001,Adior Center,2156,0,0,0
South,Lakes,Yirol East,707002,SHAMBE,823,0,0,1
South,Lakes,Yirol East,707003,AYIEM,1293,0,0,0
South,Lakes,Yirol East,707004,THONY-NHOM,1126,0,0,1
South,Lakes,Yirol East,707005,BILLING,1933,0,0,0
South,Lakes,Yirol East,707006,AYIEHT-GAK,949,0,0,0
South,Lakes,Yirol East,707007,MAKUR,1106,0,0,2
South,Lakes,Yirol East,707008,MAYOM-LUOK,1158,0,0,2
South,Lakes,Yirol East,707009,MALEK PAYAM,2594,0,0,6
South,Lakes,Yirol East,707010,MABOK,1404,0,0,0
South,Lakes,Yirol East,707011,Tot Center,1523,0,0,2
South,Lakes,Yirol East,707012,WULAMAL,1798,0,0,0
South,Lakes,Yirol East,707013,LANGMATOT,2622,0,0,0
South,Lakes,Yirol East,707014,PANHOM,1793,0,0,0
South,Lakes,Yirol East,707015,Thian,1589,0,0,0
South,Lakes,Yirol East,707016,Lekakedu Payam Palang Palang,2082,0,1,8
South,Lakes,Yirol East,707017,Araom-Nyiel,1257,0,0,0
South,Lakes,Yirol East,707018,MAJAK-JOK,995,0,0,0
South,Lakes,Yirol East,707019,Alel 2 Lekakedu,1104,0,0,0
South,Lakes,Yirol East,707020,PULMAGER,1586,0,1,1
South,Lakes,Yirol East,707021,AYANY,1065,0,0,0
South,Lakes,Yirol East,707022,YEPLIEP,927,0,0,1
South,Lakes,Yirol East,707023,GUONG-AYOL,947,0,0,0
South,Lakes,Yirol East,707024,Pagarau,1567,0,0,1
South,Lakes,Yirol East,707025,MACUOR,1400,0,0,0
South,Lakes,Yirol East,707026,NYANG,1823,0,0,1
South,Lakes,Yirol East,707027,NHIAR-AMUM,835,2,0,2
South,Lakes,Yirol East,707028,Butrangui,1150,2,0,0
South,Lakes,Yirol East,707029,Mathiang 1,648,0,0,0
South,Lakes,Yirol East,707030,YALI,1481,0,1,1
South,Lakes,Yirol East,707031,KHAP,1356,0,0,0
South,Lakes,Yirol East,707032,Wuthou,2148,0,0,0
South,Lakes,Yirol East,707033,AMETHIC,1323,2,0,3
South,Lakes,Yirol East,707034,Tingajieth,1252,0,0,1
South,Lakes,Yirol East,707035,Tinagau,1075,2,0,1
South,Lakes,Yirol East,707036,ACIGOR,1046,0,0,2
South,Lakes,Yirol East,707037,Alel 1,1113,0,0,0
South,Lakes,Yirol East,707038,Mathieng 2 Centre,1059,0,0,0
South,Lakes,Awerial,708001,Dor,587,0,0,2
South,Lakes,Awerial,708002,Awerial Centre,1352,0,0,1
South,Lakes,Awerial,708003,Wun-ayat,1464,0,0,0
South,Lakes,Awerial,708004,Mayom Centre,432,0,0,0
South,Lakes,Awerial,708005,Majur,894,0,0,0
South,Lakes,Awerial,708006,Golo,797,0,0,0
South,Lakes,Awerial,708007,Kathole,2009,0,0,0
South,Lakes,Awerial,708008,amathnom,1756,0,0,2
South,Lakes,Awerial,708009,Mingkaman,1941,0,0,7
South,Lakes,Awerial,708010,Wunthou,1673,0,0,0
South,Lakes,Awerial,708011,Bungagok,2184,0,0,2
South,Lakes,Awerial,708012,Aguarkuoth,1038,0,0,0
South,Lakes,Awerial,708013,Wunlit,924,0,0,1
South,Lakes,Awerial,708014,thanytoc,1800,0,0,0
South,Lakes,Awerial,708015,jarweng,2056,0,0,1
South,Lakes,Awerial,708016,Abuyung,2224,0,0,0
South,Lakes,Awerial,708017,Guthom,1396,0,0,0
South,Western Equatoria,Tambura,801001,Tambura East,1114,3,0,0
South,Western Equatoria,Tambura,801002,Ranzi Primary School,1605,19,3,6
South,Western Equatoria,Tambura,801003,Tambura West,1459,18,16,48
South,Western Equatoria,Tambura,801004,St Mary Primary School,1697,5,18,11
South,Western Equatoria,Tambura,801005,Andanya Bundu,1686,20,14,25
South,Western Equatoria,Tambura,801006,Nabiama,906,7,8,22
South,Western Equatoria,Tambura,801007,Matakurungu,784,10,5,4
South,Western Equatoria,Tambura,801008,Mabaniku,761,9,1,2
South,Western Equatoria,Tambura,801009,Mupoi,619,1,0,1
South,Western Equatoria,Tambura,801010,Kinia One,786,1,2,1
South,Western Equatoria,Tambura,801011,Gberezagino,1175,3,0,16
South,Western Equatoria,Tambura,801012,Mosukaki,468,5,4,6
South,Western Equatoria,Tambura,801013,Zangia,440,0,0,1
South,Western Equatoria,Tambura,801014,Ngboko,855,0,0,0
South,Western Equatoria,Tambura,801015,Source Jubo Centre,2262,13,18,18
South,Western Equatoria,Tambura,801016,Kpatanayo,1096,1,2,2
South,Western Equatoria,Tambura,801017,Saba Mile,482,1,3,5
South,Western Equatoria,Nagero,802001,Mambirawe,1082,0,0,5
South,Western Equatoria,Nagero,802002,Rangu,458,0,0,1
South,Western Equatoria,Nagero,802003,Namutina Centre,480,0,0,2
South,Western Equatoria,Nagero,802004,Kpanginia Centre,410,0,0,3
South,Western Equatoria,Nagero,802005,Senekpuro,527,1,0,0
South,Western Equatoria,Nagero,802006,Mangburu,1102,1,0,4
South,Western Equatoria,Nzara,803001,Sakure Centre,701,0,0,0
South,Western Equatoria,Nzara,803002,Bakpara,1257,2,1,1
South,Western Equatoria,Nzara,803003,Sangua One,167,0,0,0
South,Western Equatoria,Nzara,803004,Dinggapai,1113,5,0,18
South,Western Equatoria,Nzara,803005,Namama,234,0,0,0
South,Western Equatoria,Nzara,803006,Nzara Centre,3771,6,0,72
South,Western Equatoria,Nzara,803007,Namaiku,2277,4,0,25
South,Western Equatoria,Nzara,803008,Yabua,1194,3,0,10
South,Western Equatoria,Nzara,803009,Yabongo,624,1,0,1
South,Western Equatoria,Nzara,803010,Ringasi west,580,2,0,4
South,Western Equatoria,Nzara,803011,Ndoromo,1281,3,1,23
South,Western Equatoria,Ezo,804001,Ezo Town 1,1120,1,1,3
South,Western Equatoria,Ezo,804002,Ezo Town 2,775,1,2,1
South,Western Equatoria,Ezo,804003,Ezo Town 3,960,0,0,1
South,Western Equatoria,Ezo,804004,Ezo Town 4,1456,0,0,0
South,Western Equatoria,Ezo,804005,Ezo,1221,0,0,0
South,Western Equatoria,Ezo,804006,Bagidi,344,0,0,0
South,Western Equatoria,Ezo,804007,Moso,232,0,0,3
South,Western Equatoria,Ezo,804008,Bariguna,450,0,0,0
South,Western Equatoria,Ezo,804009,Bonduguyo Center,159,0,0,3
South,Western Equatoria,Ezo,804010,Andari,447,1,0,0
South,Western Equatoria,Ezo,804011,Moso,280,1,1,0
South,Western Equatoria,Ezo,804012,Bafuka Boma,482,0,0,1
South,Western Equatoria,Ezo,804013,Bangnangai,246,1,1,1
South,Western Equatoria,Ezo,804014,Naandi 1,538,0,0,0
South,Western Equatoria,Ezo,804015,Naandi 2,353,0,0,0
South,Western Equatoria,Ezo,804016,Diabio 1,256,0,0,3
South,Western Equatoria,Ezo,804017,Diabio 2,144,1,0,0
South,Western Equatoria,Ezo,804018,Marangu,390,0,0,0
South,Western Equatoria,Ezo,804019,Nyasi,339,0,0,0
South,Western Equatoria,Ezo,804020,Nagasi,148,1,0,0
South,Western Equatoria,Ezo,804021,Yangiri Center 1,680,0,0,3
South,Western Equatoria,Ezo,804022,Yanginza,214,2,0,6
South,Western Equatoria,Ezo,804023,Yangura,245,0,0,2
South,Western Equatoria,Ezo,804024,Mafuyu Center,223,0,0,0
South,Western Equatoria,Ezo,804025,Baungara,114,0,0,0
South,Western Equatoria,Yambio,805001,Makpaturu,182,0,0,1
South,Western Equatoria,Yambio,805002,Bangasu,952,0,0,5
South,Western Equatoria,Yambio,805003,Bodo,1537,34,10,7
South,Western Equatoria,Yambio,805004,Berezingbo,730,4,1,3
South,Western Equatoria,Yambio,805005,Rimenze,771,8,1,5
South,Western Equatoria,Yambio,805006,Comboni Ralent Secondary School,3971,45,0,9
South,Western Equatoria,Yambio,805007,Gangura,690,6,0,0
South,Western Equatoria,Yambio,805008,Masumbu,640,6,1,7
South,Western Equatoria,Yambio,805009,Nangume / ZVTC,1544,10,1,2
South,Western Equatoria,Yambio,805010,Kasia,704,0,0,2
South,Western Equatoria,Yambio,805011,Naangbimo,1264,5,0,0
South,Western Equatoria,Yambio,805012,Nabiapai,277,0,0,0
South,Western Equatoria,Yambio,805013,Naakiri Yambio County,1520,10,14,14
South,Western Equatoria,Yambio,805014,Nabima,2893,53,6,10
South,Western Equatoria,Yambio,805015,Tiindoka,940,8,0,17
South,Western Equatoria,Yambio,805016,Duduma,4167,70,27,15
South,Western Equatoria,Yambio,805017,Timbiro,1641,16,8,2
South,Western Equatoria,Yambio,805018,Makpara,514,4,0,4
South,Western Equatoria,Yambio,805019,Ngindo,526,4,0,0
South,Western Equatoria,Yambio,805020,Saura,1671,9,7,5
South,Western Equatoria,Yambio,805021,Gangara Emila,2430,16,14,8
South,Western Equatoria,Yambio,805022,Nakpangau Primary School,1569,33,15,8
South,Western Equatoria,Yambio,805023,Pazuo,4081,35,7,18
South,Western Equatoria,Yambio,805024,Yabongo Girls Primary School,2133,34,12,1
South,Western Equatoria,Yambio,805025,Monbai,188,2,4,3
South,Western Equatoria,Yambio,805026,Nambia,478,9,0,7
South,Western Equatoria,Yambio,805027,Makpandu,466,0,0,4
South,Western Equatoria,Yambio,805028,Ndavuro,773,6,2,3
South,Western Equatoria,Yambio,805029,Ikpiro,2150,36,14,16
South,Western Equatoria,Yambio,805030,Nadiangere,359,8,0,1
South,Western Equatoria,Yambio,805031,Nabaguu,1873,14,0,13
South,Western Equatoria,Yambio,805032,Nangume,120,0,0,0
South,Western Equatoria,Yambio,805033,Bazungua,2645,2,0,20
South,Western Equatoria,Yambio,805034,Ri-Rangu Center,953,0,0,2
South,Western Equatoria,Ibba,806001,Ibba Town Primary School,685,3,3,0
South,Western Equatoria,Ibba,806002,Ngungua Primary School,518,8,3,1
South,Western Equatoria,Ibba,806003,Sanangu Primary School,823,2,0,4
South,Western Equatoria,Ibba,806004,Maroko / Ibba,316,7,0,2
South,Western Equatoria,Ibba,806005,Ibba Health Center,980,11,0,4
South,Western Equatoria,Ibba,806006,St Peter Primary School ECS Ibba,448,5,1,0
South,Western Equatoria,Ibba,806007,Madebe Lutheran,135,1,0,1
South,Western Equatoria,Ibba,806008,Badabi,214,0,0,0
South,Western Equatoria,Ibba,806009,Yosia,234,2,0,0
South,Western Equatoria,Ibba,806010,Manikakara Centre,740,2,2,2
South,Western Equatoria,Ibba,806011,Abiriko Primary School,492,8,1,2
South,Western Equatoria,Ibba,806012,Rii Ttiggi,467,7,0,2
South,Western Equatoria,Ibba,806013,Maruko Centre,62,0,0,1
South,Western Equatoria,Ibba,806014,Manzangi,606,1,0,0
South,Western Equatoria,Ibba,806015,Nabanga Payam Centre,762,0,0,0
South,Western Equatoria,Ibba,806016,Bamani,205,0,0,0
South,Western Equatoria,Ibba,806017,Gbuo/Ibba,240,2,0,4
South,Western Equatoria,Maridi,807001,E.C.S Diocese,1865,22,5,5
South,Western Equatoria,Maridi,807002,Comboni,1140,16,0,15
South,Western Equatoria,Maridi,807003,Ras- Tigi,760,7,2,3
South,Western Equatoria,Maridi,807004,Nagbaka,548,7,2,2
South,Western Equatoria,Maridi,807005,Maridi,2498,38,4,2
South,Western Equatoria,Maridi,807006,Suguapai,2150,33,29,4
South,Western Equatoria,Maridi,807007,Hai Zira,1764,32,6,9
South,Western Equatoria,Maridi,807008,Rimaringindo,1134,6,0,7
South,Western Equatoria,Maridi,807009,Mboroko,410,2,0,0
South,Western Equatoria,Maridi,807010,Hai Sujun,1683,18,10,2
South,Western Equatoria,Maridi,807011,Kazan 1,1405,14,0,6
South,Western Equatoria,Maridi,807012,Mabirindi Boma,1453,23,1,7
South,Western Equatoria,Maridi,807013,Moko,890,6,0,4
South,Western Equatoria,Maridi,807014,Araka Diplaced,1692,7,5,3
South,Western Equatoria,Maridi,807015,Mambe 1,150,0,0,0
South,Western Equatoria,Maridi,807016,Mambe 2,1052,1,1,1
South,Western Equatoria,Maridi,807017,Olo Centre,634,0,0,2
South,Western Equatoria,Maridi,807018,Kozi Boma,355,0,0,0
South,Western Equatoria,Maridi,807019,Ngode,283,0,0,0
South,Western Equatoria,Maridi,807020,Amaki,352,0,0,1
South,Western Equatoria,Maridi,807021,Nambia,1131,1,0,5
South,Western Equatoria,Maridi,807022,Eddi,491,3,8,1
South,Western Equatoria,Maridi,807023,Kwanga,1096,10,21,4
South,Western Equatoria,Maridi,807024,Dukudu- olo,726,0,0,1
South,Western Equatoria,Maridi,807025,Nakua,707,20,0,26
South,Western Equatoria,Mvolo,808001,Bogori,945,2,0,2
South,Western Equatoria,Mvolo,808002,Giru,1015,0,0,1
South,Western Equatoria,Mvolo,808003,Bhar El Grindi,1726,0,0,0
South,Western Equatoria,Mvolo,808004,Dimere,1566,0,0,0
South,Western Equatoria,Mvolo,808005,Wowo,1672,0,0,0
South,Western Equatoria,Mvolo,808006,Dari,2697,0,0,1
South,Western Equatoria,Mvolo,808007,Ngoronya,1772,0,0,0
South,Western Equatoria,Mvolo,808008,Kokori,1827,1,0,2
South,Western Equatoria,Mvolo,808009,Dulo,1247,0,0,0
South,Western Equatoria,Mvolo,808010,Kullu,1028,0,0,0
South,Western Equatoria,Mvolo,808011,Lessi,2189,1,0,1
South,Western Equatoria,Mvolo,808012,Yeri,2397,0,0,0
South,Western Equatoria,Mvolo,808013,Bari,2097,0,0,0
South,Western Equatoria,Mvolo,808014,Mvolo center,2638,4,0,5
South,Western Equatoria,Mvolo,808015,Domeri,577,0,0,0
South,Western Equatoria,Mvolo,808016,Kila,1588,0,0,1
South,Western Equatoria,Mvolo,808017,Yeri,2755,0,0,1
South,Western Equatoria,Mvolo,808018,Yeri Mozo,1506,0,0,1
South,Western Equatoria,Mvolo,808019,Mayewe,1030,3,0,1
South,Western Equatoria,Mundri West,809001,Mundri Town,3956,4,0,38
South,Western Equatoria,Mundri West,809002,Bishop Gwynne,2832,4,7,4
South,Western Equatoria,Mundri West,809003,Mari-Kalanga,1752,0,0,105
South,Western Equatoria,Mundri West,809004,Mbara,782,0,0,6
South,Western Equatoria,Mundri West,809005,Amadi,1103,0,0,2
South,Western Equatoria,Mundri West,809006,Bitt Center,740,0,0,2
South,Western Equatoria,Mundri West,809007,Kotobi,1093,0,0,5
South,Western Equatoria,Mundri West,809008,Karika,1170,6,0,5
South,Western Equatoria,Mundri West,809009,Bari,592,0,0,0
South,Western Equatoria,Mundri West,809010,Medewu,496,1,3,2
South,Western Equatoria,Mundri West,809011,Bangolo,331,1,0,7
South,Western Equatoria,Mundri West,809012,Ladingwa,310,0,0,2
South,Western Equatoria,Mundri West,809013,Diko,431,0,0,0
South,Western Equatoria,Mundri West,809014,Tore Wandi,278,1,0,4
South,Western Equatoria,Mundri East,810001,Kediba,1989,4,4,8
South,Western Equatoria,Mundri East,810002,Bekeny Primary School,1990,2,1,0
South,Western Equatoria,Mundri East,810003,Dosho primary school,1999,0,0,0
South,Western Equatoria,Mundri East,810004,Wandi primary school,1580,0,0,1
South,Western Equatoria,Mundri East,810005,Lunjini Primary Shool,1666,2,2,16
South,Western Equatoria,Mundri East,810006,Kasiko primary school,1995,0,1,3
South,Western Equatoria,Mundri East,810007,Lakamadi primary school,1993,0,0,5
South,Western Equatoria,Mundri East,810008,Madunama Primary School,1972,2,0,20
South,Western Equatoria,Mundri East,810009,Lyeba Primary School,1999,0,0,0
South,Western Equatoria,Mundri East,810010,Jubani primary school,1983,0,0,4
South,Western Equatoria,Mundri East,810011,Minga primary school,1981,0,0,0
South,Western Equatoria,Mundri East,810012,Lanya Primary School,2066,2,1,4
South,Western Equatoria,Mundri East,810013,Lujini 1 Primary School,1360,0,0,1
South,Western Equatoria,Mundri East,810014,Lui primary school,2254,2,13,15
South,Western Equatoria,Mundri East,810015,Wirroh primary school,2186,7,0,6
South,Western Equatoria,Mundri East,810016,Singo,1649,3,0,6
