Region,State,County,RC Code,RC Name,Secession,Unity,Unmarked,Invalid
South,Unity,Koch,306016,Gulkey,1270,0,0,0
South,Unity,Koch,306017,Guol,1160,0,0,0
South,Unity,Koch,306018,Kuach Luak,734,0,0,1
South,Unity,Koch,306019,Rier (A),1217,0,0,0
South,Unity,Koch,306020,Rier (B),626,0,0,0
South,Unity,Koch,306021,Toangedol,599,0,0,0
South,Unity,Leer,307001,Adok,2185,3,0,0
South,Unity,Leer,307002,Naah Primary School,1186,0,0,0
South,Unity,Leer,307003,Padeah,5986,3,4,4
South,Unity,Leer,307004,Thoruop Gatdor,4782,0,0,3
South,Unity,Leer,307005,Dindi (Dindin),4957,0,0,6
South,Unity,Leer,307006,Thor,791,0,0,1
South,Unity,Leer,307007,Giel Student Club,1368,0,0,10
South,Unity,Leer,307008,Nyandier Secondary School,3963,0,0,12
South,Unity,Leer,307009,Guat,3377,0,0,7
South,Unity,Leer,307010,Tuak,791,0,0,0
South,Unity,Leer,307011,Kaigai,2096,3,0,0
South,Unity,Leer,307012,Piliny,1984,0,0,2
South,Unity,Leer,307013,Thornyor,1598,0,0,1
South,Unity,Leer,307014,Yang,3382,0,0,0
South,Unity,Leer,307015,Rubchiany,1183,0,0,0
South,Unity,Leer,307016,Leer Primary School,4816,4,7,7
South,Unity,Leer,307017,Payak,1569,0,0,7
South,Unity,Leer,307018,Bow,3198,0,0,2
South,Unity,Leer,307019,Nyony,2045,0,0,0
South,Unity,Leer,307020,Juong,1599,0,0,0
South,Unity,Leer,307021,Mary Joh,3380,2,5,4
South,Unity,Leer,307022,Pawieny,1174,1,2,3
South,Unity,Leer,307023,Dhortol,1777,0,2,6
South,Unity,Leer,307024,Gueny,4576,0,0,3
South,Unity,Mayiendit,308001,Rubcuay Payam,3435,0,0,24
South,Unity,Mayiendit,308002,Rubnor 1,2790,0,0,3
South,Unity,Mayiendit,308003,Rubnor 2 Centre,2816,1,7,21
South,Unity,Mayiendit,308004,Tutunyang Clinic,2591,0,0,5
South,Unity,Mayiendit,308005,Leek,3555,0,0,0
South,Unity,Mayiendit,308006,Dhoruial,2786,0,0,0
South,Unity,Mayiendit,308007,Dharnyiet Centre,2807,1,6,2
South,Unity,Mayiendit,308008,Luom,2297,0,4,2
South,Unity,Mayiendit,308009,Dablual Centre,2878,0,0,2
South,Unity,Mayiendit,308010,Thor,2319,1,4,5
South,Unity,Mayiendit,308011,Dhorleak,2346,0,0,12
South,Unity,Mayiendit,308012,Thaker Centre,2400,0,3,4
South,Unity,Mayiendit,308013,Tharjath Bor,2719,0,0,4
South,Unity,Mayiendit,308014,Kuok Clinic Centre,4164,0,4,1
South,Unity,Mayiendit,308015,Rieri,2589,0,0,5
South,Unity,Mayiendit,308016,Buor,4183,0,0,17
South,Unity,Mayiendit,308017,Nyaang,3584,1,1,1
South,Unity,Mayiendit,308018,Pantot,2539,0,0,4
South,Unity,Mayiendit,308019,Kak Clinic,2952,0,1,3
South,Unity,Mayiendit,308020,Bhoi Primary School,1521,0,0,21
South,Unity,Mayiendit,308021,Polual Centre,1768,0,0,0
South,Unity,Mayiendit,308022,Chtochar,2149,1,0,2
South,Unity,Mayiendit,308023,Pabuong,1558,0,0,0
South,Unity,Mayiendit,308024,Malkuer,1975,0,0,2
South,Unity,Mayiendit,308025,Yat Centre,2314,0,0,1
South,Unity,Mayiendit,308026,Mapol Primary School,2157,1,9,8
South,Unity,Panyijiar,309001,Nyal Primary School,4370,0,0,0
South,Unity,Panyijiar,309002,Nyadoang,1984,0,0,4
South,Unity,Panyijiar,309003,Tiam,1590,0,0,2
South,Unity,Panyijiar,309004,Canynhial,1928,0,0,1
South,Unity,Panyijiar,309005,Maluak,1613,0,0,2
South,Unity,Panyijiar,309006,Paliay,1797,1,2,0
South,Unity,Panyijiar,309007,Kol,2315,0,0,0
South,Unity,Panyijiar,309008,Machar,1998,0,0,0
South,Unity,Panyijiar,309009,Chuk/Panyijiar,2171,0,5,0
South,Unity,Panyijiar,309010,Jiech,1980,0,0,0
South,Unity,Panyijiar,309011,Laidit Center,1997,0,0,1
South,Unity,Panyijiar,309012,Thor Wuom,1999,0,0,0
South,Unity,Panyijiar,309013,Gangliel,3353,0,0,3
South,Unity,Panyijiar,309014,Pacnjoak,1995,0,0,0
South,Unity,Panyijiar,309015,Dakom,1995,0,0,3
South,Unity,Panyijiar,309016,Pakam,1999,0,0,0
South,Unity,Panyijiar,309017,Pachak,1994,0,0,2
South,Unity,Panyijiar,309018,Morgok,1976,0,0,1
South,Unity,Panyijiar,309019,Pariel,1992,0,0,0
South,Unity,Panyijiar,309020,Pachar,3194,0,0,4
South,Unity,Panyijiar,309021,Tap,2198,0,1,1
South,Warrap,Twic,401001,Tiit Cok,1969,0,0,0
South,Warrap,Twic,401002,Wunrok,3538,6,14,12
South,Warrap,Twic,401003,Atiokuel,1005,0,0,0
South,Warrap,Twic,401004,Panliet,1096,0,0,2
South,Warrap,Twic,401005,Mayen Abu,2843,4,0,4
South,Warrap,Twic,401006,Mayen Abun Dungop,995,0,0,1
South,Warrap,Twic,401007,Agor Rum Angui,974,0,2,0
South,Warrap,Twic,401008,Adiany,715,0,0,1
South,Warrap,Twic,401009,Kurum,1229,1,0,4
South,Warrap,Twic,401010,Gor Ayak,647,6,0,3
South,Warrap,Twic,401011,Lut Abuot,3584,7,2,29
South,Warrap,Twic,401012,Muon,875,0,0,1
South,Warrap,Twic,401013,Wun Rieng,1377,1,0,1
South,Warrap,Twic,401014,Wun Rieng,610,0,3,2
South,Warrap,Twic,401015,Mabior Wuntiit,531,0,1,1
South,Warrap,Twic,401016,Turalei,3158,3,2,3
South,Warrap,Twic,401017,Agany,810,0,0,1
South,Warrap,Twic,401018,Marol,709,1,0,0
South,Warrap,Twic,401019,Nyiel Abiel,1057,0,0,0
South,Warrap,Twic,401020,Majak Aher,1949,1,0,1
South,Warrap,Twic,401021,Anyuiel Kuac,1247,0,0,0
South,Warrap,Twic,401022,Tongliet,858,4,0,3
South,Warrap,Twic,401023,Kacbek,1151,0,0,0
South,Warrap,Twic,401024,Mangok,1053,2,3,1
South,Warrap,Twic,401025,Pandit,1247,0,0,2
South,Warrap,Twic,401026,Ayen,1374,0,0,0
South,Warrap,Twic,401027,Magak,1254,0,0,2
South,Warrap,Twic,401028,Apiri,1245,0,0,0
South,Warrap,Twic,401029,Abayok,720,1,0,0
South,Warrap,Twic,401030,Turele Goi,1167,0,0,0
South,Warrap,Twic,401031,Pan Ameth Goi,650,0,0,0
South,Warrap,Twic,401032,Pan Nyok,1841,0,0,0
South,Warrap,Twic,401033,Mading Luit,1264,0,0,2
South,Warrap,Twic,401034,Lach Akak,859,0,0,0
South,Warrap,Twic,401035,Adol You,961,0,1,1
South,Warrap,Twic,401036,Benya You,738,0,0,1
South,Warrap,Twic,401037,Pan Baai,985,1,0,1
South,Warrap,Twic,401038,Pandit Riang Arol,850,0,0,0
South,Warrap,Twic,401039,Majak Pagai,1427,0,0,4
South,Warrap,Twic,401040,Bador Luit,713,0,0,0
South,Warrap,Twic,401041,Magak Ateny,1600,0,0,0
South,Warrap,Twic,401042,Akak,1236,0,0,1
South,Warrap,Twic,401043,Yiik,1464,0,0,0
South,Warrap,Twic,401044,Tiit,1207,0,0,0
South,Warrap,Twic,401045,Wunchuei,1255,0,0,1
South,Warrap,Twic,401046,Akoc Open Space,2546,0,0,0
South,Warrap,Twic,401047,Pan Thou Dokul,1634,0,0,0
South,Warrap,Twic,401048,Pan Nhal,1774,1,0,1
South,Warrap,Twic,401049,Dhieu Agal,1105,0,0,0
South,Warrap,Twic,401050,Mangok Dut Lual,897,0,0,0
South,Warrap,Twic,401051,Makuei Abek,845,0,0,0
South,Warrap,Twic,401052,Pan Kuel Thon,1007,0,0,0
South,Warrap,Twic,401053,Min Dik Chuar,832,0,0,0
South,Warrap,Twic,401054,Majok Noon,1526,0,0,0
South,Warrap,Twic,401055,Paleng Noon,753,0,0,0
South,Warrap,Twic,401056,Bulyom Primary School,845,0,0,0
South,Warrap,Twic,401057,Aweng primary School,1516,0,0,1
South,Warrap,Twic,401058,Pagai Anyuo,1448,0,0,0
South,Warrap,Twic,401059,Marial Maper,808,0,0,0
South,Warrap,Twic,401060,Maper Primary School,1614,1,0,1
South,Warrap,Twic,401061,Malual Ayeet,696,0,0,0
South,Warrap,Twic,401062,Agok Nyang,1111,1,0,0
South,Warrap,Twic,401063,Molbang,820,1,0,2
South,Warrap,Twic,401064,Marol,1995,1,2,0
South,Warrap,Twic,401065,Ajak Kuac School,709,0,0,0
South,Warrap,Twic,401066,Biem,574,0,0,0
South,Warrap,Twic,401067,Marial,712,1,0,0
South,Warrap,Twic,401068,Tirit,5082,3,3,6
South,Warrap,Twic,401069,Majak Kol,3083,3,2,4
South,Warrap,Gogrial West,402001,Malek Agal,1714,1,0,1
South,Warrap,Gogrial West,402002,Lang Agal,1119,0,0,1
South,Warrap,Gogrial West,402003,Millo Church,2290,0,0,4
South,Warrap,Gogrial West,402004,Adut Bul,1598,0,0,1
South,Warrap,Gogrial West,402005,Akon,1302,1,0,4
South,Warrap,Gogrial West,402006,Ajuajua,1347,0,0,0
South,Warrap,Gogrial West,402007,Majak Gol Achol,1489,0,0,0
South,Warrap,Gogrial West,402008,Peth Awan,1204,0,0,0
South,Warrap,Gogrial West,402009,Bulic,1262,1,0,0
South,Warrap,Gogrial West,402010,Ameth Wol (Mawen Bol Center),1741,0,0,1
South,Warrap,Gogrial West,402011,Mayen Pajok,2212,0,0,1
South,Warrap,Gogrial West,402012,Mading Center,975,0,0,4
South,Warrap,Gogrial West,402013,Mirial Makual,1822,0,0,5
South,Warrap,Gogrial West,402014,Mabil Center,2392,0,0,2
South,Warrap,Gogrial West,402015,Ariang Awan Ayien,1323,0,0,0
South,Warrap,Gogrial West,402016,Madol,663,0,0,0
South,Warrap,Gogrial West,402017,Panabei,1156,0,0,2
South,Warrap,Gogrial West,402018,Magak Achibut,2295,0,0,1
South,Warrap,Gogrial West,402019,Wunbut,1181,0,0,0
South,Warrap,Gogrial West,402020,Mabior Kot,1186,4,1,2
South,Warrap,Gogrial West,402021,Kuel,929,0,0,1
South,Warrap,Gogrial West,402022,Lueth-Wel,986,1,0,0
South,Warrap,Gogrial West,402023,Adeer,1107,0,0,1
South,Warrap,Gogrial West,402024,Panliet Center,2377,0,0,3
South,Warrap,Gogrial West,402025,Mayom Katadue,2301,1,4,5
South,Warrap,Gogrial West,402026,Malek Ngok,1787,0,0,0
South,Warrap,Gogrial West,402027,Mabior Wun,1077,0,0,0
South,Warrap,Gogrial West,402028,Mankuac,2297,1,2,7
South,Warrap,Gogrial West,402029,Thondoor,941,1,0,0
South,Warrap,Gogrial West,402030,Makuach Pagong,1437,0,0,0
South,Warrap,Gogrial West,402031,Mabior Pagong,865,0,0,1
South,Warrap,Gogrial West,402032,Ngabathia,2579,7,0,2
South,Warrap,Gogrial West,402033,Gaikou,762,0,0,0
South,Warrap,Gogrial West,402034,Majok - Mala,2598,0,0,2
South,Warrap,Gogrial West,402035,Alek Center,3191,1,0,0
South,Warrap,Gogrial West,402036,Amoth,896,2,0,2
South,Warrap,Gogrial West,402037,Bul Deng Kuek,1274,0,0,0
South,Warrap,Gogrial West,402038,Ameth Boma,1395,0,0,1
South,Warrap,Gogrial West,402039,Kuracie,967,0,0,0
South,Warrap,Gogrial West,402040,Kuruech Center,951,0,0,2
South,Warrap,Gogrial West,402041,Atukkuel-Alek South,1113,4,1,3
South,Warrap,Gogrial West,402042,Mathiang Thel,1036,0,0,0
South,Warrap,Gogrial West,402043,Makuei Pan Apiny,514,0,0,2
South,Warrap,Gogrial West,402044,Nyok-Thiang,1341,0,0,0
South,Warrap,Gogrial West,402045,Keet,2060,0,0,0
South,Warrap,Gogrial West,402046,Mayom Wundong,2185,2,0,8
South,Warrap,Gogrial West,402047,Majook Awan,1930,0,0,1
South,Warrap,Gogrial West,402048,Gokrial Center,3702,5,0,3
South,Warrap,Gogrial West,402049,Mandeng,1140,0,0,0
South,Warrap,Gogrial West,402050,Maluil Ajak,1528,0,0,0
South,Warrap,Gogrial West,402051,Mayom Ajak,1725,0,0,1
South,Warrap,Gogrial West,402052,Mading Wuny,2512,8,2,21
South,Warrap,Gogrial West,402053,Malual Angui But,537,0,0,5
South,Warrap,Gogrial West,402054,Nyiel Kou,1280,0,0,2
South,Warrap,Gogrial West,402055,Wun Cum,565,0,0,0
South,Warrap,Gogrial West,402056,Freedom Square,4673,11,10,8
South,Warrap,Gogrial West,402057,Kuajok Secondary School,3200,4,0,5
South,Warrap,Gogrial West,402058,Hong Jong,3044,1,0,1
South,Warrap,Gogrial West,402059,Wartit,2823,2,0,2
South,Warrap,Gogrial West,402060,Kuac North Payam,2690,0,4,7
South,Warrap,Gogrial West,402061,Angui Center,2315,6,0,6
South,Warrap,Gogrial West,402062,Malual Monyjoc,1267,0,0,0
South,Warrap,Gogrial West,402063,Mangar Kuac,1375,6,6,8
South,Warrap,Gogrial West,402064,Lukluk,1978,1,0,4
South,Warrap,Gogrial West,402065,Mibior,786,0,1,0
South,Warrap,Gogrial West,402066,Ajiep,2430,0,0,1
South,Warrap,Gogrial West,402067,Mayen Tiap Tiap,1857,0,0,3
South,Warrap,Gogrial West,402068,Akac,934,0,0,0
South,Warrap,Gogrial West,402069,Karic,2455,0,0,2
South,Warrap,Gogrial West,402070,Wunkueldit,1440,0,0,0
South,Warrap,Gogrial West,402071,Mabior Atuot,1636,0,0,0
South,Warrap,Gogrial West,402072,Baai-Nhom,1038,3,0,0
South,Warrap,Gogrial West,402073,Kueer / Pan-Tit,1530,1,0,1
South,Warrap,Gogrial West,402074,Maluil-Tiit,1264,0,0,0
South,Warrap,Gogrial West,402075,Thurngor,1964,0,0,1
South,Warrap,Gogrial West,402076,Weel,997,0,8,2
South,Warrap,Gogrial West,402077,Gogrial West Prison Center,94,0,0,0
South,Warrap,Gogrial East,403001,Haljak,575,0,0,0
South,Warrap,Gogrial East,403002,Mayen-Jur,996,0,0,0
South,Warrap,Gogrial East,403003,Awutwut,1115,0,0,0
South,Warrap,Gogrial East,403004,Wuot Awe,777,0,0,0
South,Warrap,Gogrial East,403005,Thuryour,490,0,0,0
South,Warrap,Gogrial East,403006,Mayom (Auttwut),1704,0,2,0
South,Warrap,Gogrial East,403007,Maker,300,0,0,0
South,Warrap,Gogrial East,403008,Kual Kou,1912,0,0,0
South,Warrap,Gogrial East,403009,Ajogo,2159,0,0,0
South,Warrap,Gogrial East,403010,Kong Long,1949,0,0,0
South,Warrap,Gogrial East,403011,Guem Malual,1527,0,0,0
South,Warrap,Gogrial East,403012,Mangol,2289,0,0,0
South,Warrap,Gogrial East,403013,Thur-Maker,1583,0,0,1
South,Warrap,Gogrial East,403014,Mayom Col,1401,0,0,0
South,Warrap,Gogrial East,403015,Apiath,612,0,0,1
South,Warrap,Gogrial East,403016,Panthou,997,0,0,0
South,Warrap,Gogrial East,403017,Aker Abuok,1025,0,4,1
South,Warrap,Gogrial East,403018,Lietnhom,2310,0,0,1
South,Warrap,Gogrial East,403019,Panhom Aker,565,0,0,0
South,Warrap,Gogrial East,403020,Thuramuom,454,0,0,3
South,Warrap,Gogrial East,403021,Maliai,1860,0,0,0
South,Warrap,Gogrial East,403022,Bulic,831,0,0,0
South,Warrap,Gogrial East,403023,Yar-Achot,745,0,0,0
South,Warrap,Gogrial East,403024,Ruot Agoth,672,0,0,0
South,Warrap,Gogrial East,403025,Panacier,1578,0,0,1
South,Warrap,Gogrial East,403026,Pinydit,947,0,0,0
South,Warrap,Gogrial East,403027,Lietcham,1070,0,0,0
South,Warrap,Gogrial East,403028,Agany,712,0,0,0
South,Warrap,Gogrial East,403029,Tarweng,1394,0,0,2
South,Warrap,Gogrial East,403030,Patei,579,0,0,0
South,Warrap,Gogrial East,403031,Meer Thiik Ngapagok,2061,0,0,2
South,Warrap,Gogrial East,403032,Wun Lit,794,0,0,0
South,Warrap,Gogrial East,403033,Malual Kuel,1045,0,0,2
South,Warrap,Gogrial East,403034,Angernger,1223,0,0,3
South,Warrap,Gogrial East,403035,Bong Adoor,1046,0,0,0
South,Warrap,Gogrial East,403036,Athou,1176,0,0,0
South,Warrap,Gogrial East,403037,Mading Biong,1170,0,0,0
South,Warrap,Gogrial East,403038,Mayom Biong,2383,0,4,2
South,Warrap,Gogrial East,403039,Maker Rial,970,0,0,0
South,Warrap,Gogrial East,403040,Majook,799,0,0,0
South,Warrap,Gogrial East,403041,Mading Ameel,1234,0,0,0
South,Warrap,Gogrial East,403042,Lacdiit,933,0,0,0
South,Warrap,Gogrial East,403043,Manyang,1226,0,0,0
South,Warrap,Gogrial East,403044,Wuntim,744,0,0,0
South,Warrap,Gogrial East,403045,Akot,849,0,0,0
South,Warrap,Gogrial East,403046,Malual Wut,777,0,0,0
South,Warrap,Gogrial East,403047,Luonyaker,3376,1,2,1
South,Warrap,Gogrial East,403048,Thongloch,657,0,0,0
South,Warrap,Gogrial East,403049,Maper,1642,0,0,1
South,Warrap,Gogrial East,403050,Jak,364,0,0,0
South,Warrap,Gogrial East,403051,Mawut,1481,0,0,1
South,Warrap,Gogrial East,403052,Acot,828,0,0,0
South,Warrap,Tonj North,404001,Alabek,2861,0,5,2
South,Warrap,Tonj North,404002,Mading Juer,1129,0,0,1
South,Warrap,Tonj North,404003,Majak Juer,2349,0,0,0
South,Warrap,Tonj North,404004,Thur Anyaar,936,0,0,0
South,Warrap,Tonj North,404005,Malok,724,0,0,0
South,Warrap,Tonj North,404006,Marol,1215,2,1,5
South,Warrap,Tonj North,404007,Lang Akut,844,0,0,0
South,Warrap,Tonj North,404008,Thonyiek,1073,0,0,1
South,Warrap,Tonj North,404009,Atur Deng Angok,1432,0,0,6
South,Warrap,Tonj North,404010,Akop Center,1900,0,0,2
South,Warrap,Tonj North,404011,Pachaweng,810,0,0,1
South,Warrap,Tonj North,404012,Malek,720,0,0,0
South,Warrap,Tonj North,404013,Athieng Puol,1935,0,0,0
South,Warrap,Tonj North,404014,Awut,1110,0,0,0
South,Warrap,Tonj North,404015,Bundiir,2356,0,0,0
South,Warrap,Tonj North,404016,Aliek,4198,10,4,24
South,Warrap,Tonj North,404017,Ror Kou,1400,0,0,0
South,Warrap,Tonj North,404018,Wuonakach,698,0,0,0
South,Warrap,Tonj North,404019,Abilnyang,1001,0,0,1
South,Warrap,Tonj North,404020,Achier Chok,1032,1,0,1
South,Warrap,Tonj North,404021,Machar Kon,838,0,0,0
South,Warrap,Tonj North,404022,Warrap Center,4215,0,1,3
South,Warrap,Tonj North,404023,Awuul,987,0,0,1
South,Warrap,Tonj North,404024,Aporlang,1672,0,0,0
South,Warrap,Tonj North,404025,Kuangoi,1198,0,0,2
South,Warrap,Tonj North,404026,Awuyir,1354,0,0,0
South,Warrap,Tonj North,404027,Maper Atok,605,0,0,0
South,Warrap,Tonj North,404028,Pagakdit,1766,0,0,2
South,Warrap,Tonj North,404029,Thimwien,558,0,0,2
South,Warrap,Tonj North,404030,Marial Lou,2244,0,0,1
South,Warrap,Tonj North,404031,Gorngok,538,0,0,0
South,Warrap,Tonj North,404032,Adau-Wal,1209,0,1,0
South,Warrap,Tonj North,404033,Agawe,945,0,0,1
South,Warrap,Tonj North,404034,Poulbar,968,0,0,0
South,Warrap,Tonj North,404035,Pankot,2510,0,0,0
South,Warrap,Tonj North,404036,Manalor Center,2016,0,0,2
South,Warrap,Tonj North,404037,Akurbiok,1415,3,0,6
South,Warrap,Tonj North,404038,Amijoung,653,2,0,3
South,Warrap,Tonj North,404039,Faraksika,1937,1,0,3
South,Warrap,Tonj North,404040,Makuok,773,1,0,0
South,Warrap,Tonj North,404041,Wunmith,1083,0,0,0
South,Warrap,Tonj North,404042,Manyiel Aken,1311,0,0,0
South,Warrap,Tonj North,404043,Pabuk Cak,2198,0,0,0
South,Warrap,Tonj North,404044,Kirrik Center,2017,0,0,0
South,Warrap,Tonj North,404045,Wunlit Ajak,1444,0,0,0
South,Warrap,Tonj North,404046,Kirrik Center,2151,0,0,5
South,Warrap,Tonj North,404047,Acir,1523,0,0,1
South,Warrap,Tonj North,404048,Pagol,1830,1,1,0
South,Warrap,Tonj North,404049,Mayen Loc,1520,0,0,0
South,Warrap,Tonj North,404050,Majok,1284,0,0,0
South,Warrap,Tonj North,404051,Minyiir,703,0,0,0
South,Warrap,Tonj North,404052,Wartiit,715,0,0,0
South,Warrap,Tonj North,404053,Lur Cuk,2367,1,0,1
South,Warrap,Tonj North,404054,Rualbet,1788,0,0,0
South,Warrap,Tonj North,404055,Naiakuem,888,0,0,0
South,Warrap,Tonj North,404056,Kuanyel,1103,0,0,0
South,Warrap,Tonj North,404057,Manyiel,728,0,0,0
South,Warrap,Tonj North,404058,Wunthiod,1095,0,0,0
South,Warrap,Tonj North,404059,Akoi,884,1,4,3
South,Warrap,Tonj East,405001,Acuuk,517,0,0,0
South,Warrap,Tonj East,405002,Ngapagok,2246,0,0,1
South,Warrap,Tonj East,405003,Mider Akook,838,0,0,0
South,Warrap,Tonj East,405004,Riangdiar Tonj East,734,0,0,0
South,Warrap,Tonj East,405005,Malual Cum,1525,0,0,0
South,Warrap,Tonj East,405006,Kacuat,1988,0,0,5
South,Warrap,Tonj East,405007,Adeet,623,0,0,0
South,Warrap,Tonj East,405008,Majur Thiik/ Pabuor,943,0,0,0
South,Warrap,Tonj East,405009,Buut,645,1,0,0
South,Warrap,Tonj East,405010,Wunriong,801,2,0,4
South,Warrap,Tonj East,405011,Ngapaneet,1221,0,0,0
South,Warrap,Tonj East,405012,Makuach,808,0,0,1
South,Warrap,Tonj East,405013,Maliap centre,543,0,0,0
South,Warrap,Tonj East,405014,Ayok,503,0,1,0
South,Warrap,Tonj East,405015,Mapara,1240,0,0,0
South,Warrap,Tonj East,405016,Alongjoth,856,0,0,0
South,Warrap,Tonj East,405017,Adau-Wal,370,0,0,0
South,Warrap,Tonj East,405018,Panhomcieth,654,0,0,0
South,Warrap,Tonj East,405019,Payii,863,0,0,2
South,Warrap,Tonj East,405020,Ayik,1243,0,0,1
South,Warrap,Tonj East,405021,Aleel,1417,1,0,1
South,Warrap,Tonj East,405022,Anyijong,909,0,0,0
South,Warrap,Tonj East,405023,Wunlit-tonj-east,1451,0,0,6
South,Warrap,Tonj East,405024,Panhomcieth,644,0,0,0
South,Warrap,Tonj East,405025,Mayen Adoor,1656,0,0,3
South,Warrap,Tonj East,405026,Ageer-bac,935,1,0,0
South,Warrap,Tonj East,405027,Pagak,1217,0,0,1
South,Warrap,Tonj East,405028,Alatiep,979,0,1,0
South,Warrap,Tonj East,405029,Palam,939,0,1,7
South,Warrap,Tonj East,405030,Rumakony-TEC,746,0,0,0
South,Warrap,Tonj East,405031,Meer Thiik Ngapagok Payam,854,0,0,0
South,Warrap,Tonj East,405032,Angac-TEC,941,0,0,0
South,Warrap,Tonj East,405033,Buldit,658,0,0,0
South,Warrap,Tonj East,405034,Paweng,704,0,0,0
South,Warrap,Tonj East,405035,Juolgok,796,0,0,1
South,Warrap,Tonj East,405036,Kuelcuk,731,0,0,0
South,Warrap,Tonj East,405037,Pagor,1194,0,0,0
South,Warrap,Tonj East,405038,Abii,358,0,0,0
South,Warrap,Tonj East,405039,Potakou,925,0,2,1
South,Warrap,Tonj East,405040,Pan-nhial,1672,0,0,0
South,Warrap,Tonj East,405041,Ngel-mar,762,0,0,0
South,Warrap,Tonj East,405042,Tuerangot,1411,0,0,0
South,Warrap,Tonj East,405043,Wuncum,870,0,0,0
South,Warrap,Tonj East,405044,Romic Abuong,1085,0,0,0
South,Warrap,Tonj East,405045,Paliang,1385,0,0,5
South,Warrap,Tonj East,405046,Romic Center,1752,1,0,0
South,Warrap,Tonj East,405047,Abior,1160,0,0,0
South,Warrap,Tonj East,405048,Rumabuth,1455,3,5,5
South,Warrap,Tonj East,405049,Wunkei Ariau,465,0,0,0
South,Warrap,Tonj East,405050,Wuncuei,555,0,0,0
South,Warrap,Tonj East,405051,Palal,1851,0,0,0
South,Warrap,Tonj East,405052,Achiengereu,1277,0,0,2
South,Warrap,Tonj East,405053,Akier,1622,0,0,4
South,Warrap,Tonj East,405054,Mayenramjuong,1482,0,0,2
South,Warrap,Tonj East,405055,Payuel,1087,0,0,1
South,Warrap,Tonj East,405056,Wuncuei Center,1089,0,0,0
South,Warrap,Tonj South,406001,Malual Mouk,1595,0,0,0
South,Warrap,Tonj South,406002,Agugo,745,0,0,1
South,Warrap,Tonj South,406003,Mutuba Kharsit (Makuei),1987,2,5,6
South,Warrap,Tonj South,406004,War-Giir,1681,0,0,2
South,Warrap,Tonj South,406005,War Kar,1803,2,2,1
South,Warrap,Tonj South,406006,Madol,2472,2,0,2
South,Warrap,Tonj South,406007,Abyiei Chok,876,0,0,0
South,Warrap,Tonj South,406008,Kuauja,1400,0,0,0
South,Warrap,Tonj South,406009,Tonj center,2764,0,0,0
South,Warrap,Tonj South,406010,Chuei Chok,2167,0,0,0
South,Warrap,Tonj South,406011,Adama,2152,0,0,0
South,Warrap,Tonj South,406012,Alic,1546,0,0,5
South,Warrap,Tonj South,406013,Ayigak,1799,0,0,1
South,Warrap,Tonj South,406014,Ameth Chok,1524,0,0,0
South,Warrap,Tonj South,406015,Pawel,1853,0,0,0
South,Warrap,Tonj South,406016,Tarweng,2156,0,0,0
South,Warrap,Tonj South,406017,Mabior Yar,2400,0,0,0
South,Warrap,Tonj South,406018,Ayuath,1289,0,0,0
South,Warrap,Tonj South,406019,Pankiir,809,0,0,0
South,Warrap,Tonj South,406020,Thiet,2799,1,0,0
South,Warrap,Tonj South,406021,Yinh kuel,1916,1,0,0
South,Warrap,Tonj South,406022,Ngapanet,1558,0,0,2
South,Warrap,Tonj South,406023,Mabior Nuer,1749,1,0,0
South,Warrap,Tonj South,406024,Madhol,840,0,0,3
South,Warrap,Tonj South,406025,Piokoi,1494,0,0,0
South,Warrap,Tonj South,406026,Jak Ameth,724,0,0,1
South,Warrap,Tonj South,406027,Malith,743,0,0,0
South,Warrap,Tonj South,406028,Maluac,1316,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501001,Gok-Machar,4145,2,0,20
South,Northern Bahr El Ghazal,Aweil North,501002,Malual Loch,1779,0,0,2
South,Northern Bahr El Ghazal,Aweil North,501003,Majakbol,827,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501004,Mayom Adhal,2758,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501005,Pacthok/war-cuei,1061,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501006,Gar Ayen,1850,1,0,3
South,Northern Bahr El Ghazal,Aweil North,501007,Peth Yiir,2251,1,0,21
South,Northern Bahr El Ghazal,Aweil North,501008,Kiir Adem,1532,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501009,Ajakwol/Marialwai,865,0,0,2
South,Northern Bahr El Ghazal,Aweil North,501010,Mareng Akok/Makuac,631,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501011,Matuich/Maper Aguer,793,0,0,2
South,Northern Bahr El Ghazal,Aweil North,501012,Marol/Majok,1579,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501013,Pamat/Maper,1652,1,1,3
South,Northern Bahr El Ghazal,Aweil North,501014,Ahuyira-/K. Kuot,613,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501015,Wunaruol,724,0,0,1
South,Northern Bahr El Ghazal,Aweil North,501016,Majok Kaar,1155,0,0,0
South,Northern Bahr El Ghazal,Aweil North,501017,Ariath,2379,0,3,7
South,Northern Bahr El Ghazal,Aweil North,501018,Lanager,982,0,0,3
South,Northern Bahr El Ghazal,Aweil North,501019,Pandit,1280,0,0,4
South,Northern Bahr El Ghazal,Aweil North,501020,Kajiik,777,0,0,0
